"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Body Item Label","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","SM Active Cycles","cycle","1654.02",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","Compute (SM) Throughput","%","3.03",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","GPU Throughput","Memory [%]","%","10.37",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","GPU Throughput","Compute (SM) [%]","%","3.03",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Lsu","%","3.03",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Tensor Cycles Active","%","2.31",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed","%","1.17",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Issue Active","%","1.17",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Mio Inst Issued","%","1.11",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Aluheavy Cycles Active","%","0.71",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Mio2rf Writeback Active","%","0.59",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Fmaheavy Cycles Active","%","0.56",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Adu","%","0.30",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Fma Cycles Active","%","0.19",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","IDC: Request Cycles Active","%","0.05",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Mio Pq Read Cycles Active","%","0.05",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Mio Pq Write Cycles Active","%","0.05",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Xu","%","0.04",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Memory Throughput Internal Activity","%","0.02",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Cbu Pred On Any","%","0.01",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Uniform","%","0.01",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Ipa","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Tex","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Instruction Throughput Internal Activity","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Fp64 Cycles Active","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Tma Cycles Active","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: T Sectors","%","10.37",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: Lts2xbar Cycles Active","%","10.35",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: Xbar2syslts Cycles Active","%","6.01",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: M Xbar2l1tex Read Sectors","%","5.79",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: T Sectors","%","5.28",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","GPU: Compute Memory Access Throughput Internal Activity","%","5.18",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","GPU: Compute Memory Request Throughput Internal Activity","%","5.11",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: T Tag Requests","%","4.96",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: D Sectors","%","4.95",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Pipe Lsu Wavefronts","%","3.94",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: Xbar2lts Cycles Active","%","3.47",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Lsuin Requests","%","3.03",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: D Sectors","%","2.55",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Lsu Writeback Active","%","2.35",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Bank Reads","%","1.65",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: T Tag Requests","%","1.51",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Bank Writes","%","1.23",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: M L1tex2xbar Req Cycles Active","%","0.75",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Texin Sm2tex Req Cycles Active","%","0.06",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: Syslts2xbar Cycles Active","%","0.03",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","DRAM: Cycles Active","%","0.02",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","DRAM: Dram Sectors","%","0.02",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Pipe Tex Wavefronts","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: F Wavefronts","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: M Xbar2l1tex Read Sectors Mem Dshared","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Tex Writeback Active","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Tmain Requests","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: D Atomic Input Cycles Active","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: D Decomp Input Sectors","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: D Sectors Fill Device","%","0.00",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: D Atomic Input Cycles Active","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: D Sectors Fill Sysmem","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","SpeedOfLight","","","","","SOLBottleneck","OPT","This kernel grid is too small to fill the available resources on this device, resulting in only 0.19 full waves across all SMs. Look at Launch Statistics for more details.","",""
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","","Executed Ipc Active","inst/cycle","0.36",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","","Executed Ipc Elapsed","inst/cycle","0.05",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","","Issue Slots Busy","%","1.17",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","","Issued Ipc Active","inst/cycle","0.36",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","","Max. Issued Slots Busy","%","6.12",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","","SM Busy","%","2.31",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","Pipe Utilization (% of elapsed cycles)","Tensor (All)","%","2.31",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","Pipe Utilization (% of elapsed cycles)","Tensor (FP)","%","2.31",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","qkv_M1_bf16_warm/triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Compute Workload Analysis","Pipe Utilization (% of elapsed cycles)","ALU","%","0.44",
