"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","13.17",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","2.26",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","12732",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput","%","10.43",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","DRAM Throughput","%","0.01",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Duration","us","5.63",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","43.97",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","10.43",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","1674.24",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","3.03",
